,CH10,CH9
3880,0,123
3881,80,138
3882,58,149
3883,24,133
3884,0,138
3885,0,139
3886,0,136
3887,0,139
3888,0,125
3889,0,141
3890,0,137
3891,0,133
3892,0,142
3893,0,136
3894,688,132
3895,2816,131
3896,4463,129
3897,5711,91
3898,7125,91
3899,8078,72
3900,8625,56
3901,9460,50
3902,7749,46
3903,5793,41
3904,4066,62
3905,2769,77
3906,1719,101
3907,710,110
3908,174,124
3909,0,641
3910,0,2713
3911,0,4502
3912,0,5976
3913,0,7128
3914,0,8100
3915,0,8794
3916,0,9374
3917,0,7948
3918,0,6027
3919,0,4459
3920,0,3167
3921,0,2115
3922,0,1251
3923,0,535
3924,0,134
3925,396,118
3926,860,110
3927,6096,97
3928,7342,69
3929,8325,50
3930,9130,49
3931,9784,35
3932,8595,43
3933,6668,24
3934,5125,44
3935,3705,52
3936,2535,75
3937,1585,96
3938,826,116
3939,355,329
3940,341,2520
3941,341,4337
3942,339,5788
3943,326,6976
3944,319,8002
3945,315,9043
3946,313,10091
3947,314,8997
3948,308,6821
3949,313,4980
3950,324,3556
3951,325,2357
3952,333,1432
3953,335,669
3954,350,134
3955,801,108
3956,1204,108
3957,1535,102
3958,1785,96
3959,2076,91
3960,2365,89
3961,2526,88
3962,2366,83
3963,1885,78
3964,1467,86
3965,1135,92
3966,869,90
3967,655,96
3968,463,103
3969,327,115
3970,319,574
3971,320,1042
3972,323,1424
3973,317,1736
3974,314,1979
3975,313,2227
3976,312,2412
3977,313,2273
3978,313,1550
3979,312,999
3980,314,659
3981,318,457
3982,316,372
3983,315,268
3984,316,151
3985,398,142
3986,490,139
3987,563,140
3988,82,139
3989,0,137
3990,0,136
3991,0,140
3992,0,142
3993,0,138
3994,0,142
3995,0,141
3996,0,144
3997,0,146
3998,0,142
3999,0,145
4000,0,222
4001,0,335
4002,104,413
4003,291,0
4004,296,0
4005,292,0
4006,293,0
4007,295,0
4008,291,0
4009,290,0
4010,304,0
4011,311,864
4012,313,615
4013,314,462
4014,314,282
4015,387,255
4016,489,259
4017,568,262
4018,139,295
4019,0,266
4020,0,303
4021,0,270
4022,0,271
4023,0,305
4024,0,312
4025,0,317
4026,0,283
4027,0,326
4028,0,333
4029,0,344
4030,0,399
4031,0,504
4032,0,579
4033,282,275
4034,281,0
4035,291,0
4036,287,0
4037,293,0
4038,298,0
4039,289,0
4040,293,0
4041,278,0
4042,290,0
4043,284,0
4044,288,0
4045,297,0
4046,314,0
4047,343,0
4048,306,120
4049,16,131
4050,0,118
4051,0,98
4052,0,114
4053,0,103
4054,0,99
4055,0,108
4056,0,109
4057,0,103
4058,0,97
4059,0,82
4060,0,103
4061,103,124
4062,212,138
4063,291,142
4064,297,0
4065,304,0
4066,309,0
4067,305,0
4068,302,0
4069,303,0
4070,304,0
4071,296,0
4072,301,0
4073,299,0
4074,302,0
4075,310,0
4076,313,0
4077,322,0
4078,324,73
4079,258,47
4080,194,75
4081,125,33
4082,92,26
4083,48,70
4084,12,26
4085,0,66
4086,10,26
4087,95,61
4088,144,71
4089,193,27
4090,233,14
4091,259,69
4092,294,49
4093,310,60
4094,317,0
4095,312,0
4096,315,0
4097,315,0
4098,317,0
4099,317,0
4100,304,0
4101,315,0
4102,309,0
4103,312,0
4104,312,0
4105,312,0
4106,321,0
4107,319,0
4108,324,0
4109,315,0
4110,303,0
4111,308,7
4112,298,13
4113,276,24
4114,294,33
4115,280,55
4116,304,70
4117,315,81
4118,340,88
4119,330,92
4120,363,97
4121,353,88
4122,862,93
4123,2320,88
4124,3515,95
4125,4373,71
4126,5188,71
4127,5886,58
4128,6303,40
4129,6769,46
4130,5651,26
4131,4282,41
4132,3205,54
4133,2382,52
4134,1742,69
4135,1169,73
4136,680,92
4137,455,480
4138,447,1949
4139,422,3204
4140,422,4221
4141,416,4925
4142,418,5589
4143,442,6280
4144,448,6967
4145,724,0
4146,729,0
4147,738,0
4148,874,0
4149,776,0
4150,799,0
4151,811,0
4152,1114,0
4153,2732,0
4154,4221,0
4155,5290,0
4156,6282,0
4157,7186,0
4158,7819,0
4159,8264,0
4160,7347,0
4161,5573,0
4162,4293,0
4163,3291,0
4164,2662,0
4165,1869,0
4166,1372,0
4167,1232,0
4168,1062,1540
4169,1073,2847
4170,1256,3906
4171,1275,4812
4172,1140,5584
4173,1331,6129
4174,1253,6529
4175,1195,5775
4176,1139,4395
4177,1128,3317
4178,1078,2396
4179,1044,1618
4180,907,1009
4181,918,492
4182,827,127
4183,1043,113
4184,1261,110
4185,1400,105
4186,1495,103
4187,1579,102
4188,1674,101
4189,1624,99
4190,1434,100
4191,1116,96
4192,810,97
4193,652,101
4194,468,104
4195,329,103
4196,266,106
4197,131,101
4198,203,389
4199,121,648
4200,133,877
4201,177,1130
4202,327,5686
4203,323,6375
4204,322,6812
4205,321,6543
4206,322,4966
4207,323,3748
4208,328,2826
4209,331,1959
4210,338,1186
4211,335,606
4212,316,155
4213,609,123
4214,917,118
4215,1173,116
4216,1387,115
4217,1582,108
4218,1744,107
4219,1854,104
4220,1773,109
4221,1417,105
4222,1142,108
4223,917,108
4224,724,109
4225,0,129
4226,0,127
4227,0,124
4228,0,183
4229,0,257
4230,0,312
4231,0,354
4232,0,0
4233,0,0
4234,0,0
4235,0,0
4236,0,0
4237,0,0
4238,0,0
4239,0,0
4240,0,0
4241,0,0
4242,0,0
4243,0,0
4244,0,0
4245,0,0
4246,0,104
4247,0,158
4248,0,159
4249,0,160
4250,0,157
4251,0,155
4252,0,154
4253,0,151
4254,0,158
4255,0,159
4256,0,160
4257,0,153
4258,0,161
4259,0,172
4260,83,190
4261,192,195
4262,168,67
4263,205,0
4264,169,0
4265,688,0
4266,1669,0
4267,2816,0
4268,3855,0
4269,4393,0
4270,4854,0
4271,4062,0
4272,3168,0
4273,2358,0
4274,1699,0
4275,1018,46
4276,338,116
4277,192,496
4278,75,2033
4279,31,3164
4280,31,5061
4281,0,5603
4282,0,5339
4283,0,5367
4284,0,5000
4285,0,4482
4286,0,3503
4287,7,3024
4288,36,2559
4289,120,2237
4290,74,1512
4291,86,996
4292,85,464
4293,87,114
4294,313,47
4295,548,4
4296,769,0
4297,861,0
4298,962,0
4299,1046,0
4300,1110,0
4301,1026,0
4302,801,25
4303,667,55
4304,391,82
4305,337,103
4306,212,117
4307,19,129
4308,61,259
4309,29,545
4310,46,768
4311,64,936
4312,253,1092
4313,254,1303
4314,263,1174
4315,267,1122
4316,275,1150
4317,284,1065
4318,293,1018
4319,299,946
4320,303,887
4321,306,814
4322,338,138
4323,396,126
4324,434,112
4325,459,106
4326,485,99
4327,500,94
4328,525,88
4329,500,86
4330,466,93
4331,434,102
4332,407,112
4333,383,118
4334,357,120
4335,335,124
4336,317,127
4337,298,135
4338,297,181
4339,294,221
4340,294,274
4341,294,306
4342,297,326
4343,289,349
4344,288,371
4345,288,358
4346,289,296
4347,294,256
4348,298,218
4349,301,188
4350,304,161
4351,307,145
4352,322,144
4353,328,141
4354,337,134
4355,343,137
4356,524,133
4357,536,118
4358,547,114
4359,522,123
4360,473,118
4361,435,132
4362,405,150
4363,373,157
4364,345,164
4365,325,162
4366,311,180
4367,314,236
4368,312,294
4369,308,331
4370,312,358
4371,306,382
4372,303,389
4373,303,389
4374,299,323
4375,301,273
4376,303,239
4377,306,217
4378,314,149
4379,310,145
4380,309,138
4381,309,135
4382,309,135
4383,201,137
4384,0,134
4385,0,133
4386,0,137
4387,0,137
4388,0,133
4389,0,133
4390,0,132
4391,0,133
4392,0,136
4393,0,137
4394,0,137
4395,0,138
4396,0,140
4397,0,148
4398,278,113
4399,314,0
4400,322,0
4401,313,0
4402,314,0
4403,311,0
4404,315,0
4405,322,0
4406,310,0
4407,333,0
4408,319,0
4409,310,0
4410,634,0
4411,708,0
4412,734,0
4413,658,23
4414,580,29
4415,558,0
4416,497,0
4417,445,32
4418,416,0
4419,278,15
4420,0,173
4421,0,159
4422,0,160
4423,0,170
4424,0,162
4425,0,172
4426,0,170
4427,175,169
4428,316,164
4429,329,0
4430,324,0
4431,327,0
4432,333,0
4433,312,0
4434,324,0
4435,321,0
4436,319,0
4437,323,0
4438,873,0
4439,1014,0
4440,1011,0
4441,891,0
4442,1030,0
4443,915,0
4444,256,130
4445,160,135
4446,81,141
4447,8,148
4448,0,142
4449,0,136
4450,0,144
4451,0,133
4452,0,137
4453,61,146
4454,145,138
4455,208,147
4456,254,137
4457,298,146
4458,327,149
4459,338,70
4460,338,0
4461,339,0
4462,328,0
4463,339,0
4464,334,0
4465,338,0
4466,339,0
4467,351,0
4468,338,0
4469,332,0
4470,328,0
4471,334,42
4472,326,89
4473,331,122
4474,290,133
4475,184,136
4476,88,126
4477,21,125
4478,0,120
4479,0,118
4480,0,120
4481,0,120
4482,0,122
4483,67,124
4484,151,124
4485,209,121
4486,260,128
4487,301,116
4488,349,113
4489,354,80
4490,357,0
4491,345,0
4492,350,0
4493,352,0
4494,358,0
4495,367,0
4496,362,0
4497,347,0
4498,355,0
4499,345,0
4500,349,0
4501,353,20
4502,354,67
4503,363,95
4504,335,108
4505,341,122
4506,310,127
4507,310,122
4508,283,121
4509,275,117
4510,255,137
4511,258,124
4512,275,120
4513,297,117
4514,319,125
4515,328,109
4516,331,114
4517,544,110
4518,2835,117
4519,4773,109
4520,6410,78
4521,7739,75
4522,8914,52
4523,9795,52
4524,10243,34
4525,9295,27
4526,7100,30
4527,5337,38
4528,3939,52
4529,2759,72
4530,1781,89
4531,961,95
4532,386,183
4533,363,2463
4534,355,4548
4535,350,6270
4536,348,7668
4537,349,8826
4538,344,9795
4539,344,10609
4540,341,9697
4541,336,7317
4542,330,5442
4543,336,3903
4544,346,2609
4545,349,1606
4546,355,774
4547,358,145
4548,817,111
4549,1281,105
4550,1641,100
4551,1941,94
4552,2196,90
4553,2386,84
4554,2551,85
4555,2439,84
4556,1945,77
4557,1521,81
4558,1180,87
4559,905,93
4560,668,92
4561,484,97
4562,342,100
4563,327,509
4564,325,959
4565,321,1336
4566,319,1685
4567,323,2030
4568,324,2241
4569,318,2402
4570,313,2350
4571,311,1826
4572,305,1384
4573,296,1023
4574,304,731
4575,300,501
4576,309,309
4577,297,152
4578,389,131
4579,480,129
4580,559,125
4581,0,129
4582,0,140
4583,0,141
4584,0,141
4585,0,146
4586,0,159
4587,0,155
4588,0,167
4589,348,143
4590,3245,73
4591,348,0
4592,296,0
4593,279,0
4594,374,144
4595,305,305
4596,352,149
4597,308,341
4598,308,181
4599,326,184
4600,332,185
4601,341,198
4602,343,184
4603,341,185
4604,349,184
4605,345,181
4606,332,183
4607,319,183
4608,0,152
4609,0,145
4610,0,154
4611,0,147
4612,0,148
4613,0,153
4614,0,153
4615,0,151
4616,0,149
4617,0,148
4618,295,0
4619,296,0
4620,310,0
4621,292,0
4622,287,0
4623,294,0
4624,285,0
4625,282,0
4626,290,0
4627,297,0
4628,293,0
4629,281,0
4630,286,0
4631,287,253
4632,285,225
4633,0,252
4634,0,229
4635,0,234
4636,0,232
4637,0,270
4638,0,276
4639,0,276
4640,0,248
4641,0,250
4642,0,294
4643,0,294
4644,0,272
4645,0,281
4646,0,319
4647,0,296
4648,274,133
4649,294,0
4650,293,0
4651,308,0
4652,295,0
4653,287,0
4654,293,0
4655,301,0
4656,283,0
4657,290,0
4658,299,0
4659,301,0
4660,292,0
4661,302,0
4662,298,0
4663,314,130
4664,0,190
4665,54,143
4666,0,153
4667,0,135
4668,0,141
4669,0,147
4670,0,151
4671,0,163
4672,0,141
4673,0,136
4674,84,150
4675,169,142
4676,239,134
4677,292,147
4678,336,139
4679,331,27
4680,323,0
4681,343,0
4682,308,0
4683,327,0
4684,330,0
4685,339,0
4686,318,0
4687,327,0
4688,320,0
4689,326,0
4690,324,0
4691,328,38
4692,321,73
4693,327,124
4694,307,120
4695,256,118
4696,238,132
4697,223,128
4698,216,114
4699,203,128
4700,182,113
4701,210,138
4702,214,126
4703,240,109
4704,271,116
4705,286,113
4706,320,111
4707,2008,103
4708,4941,99
4709,7438,98
4710,9376,61
4711,11066,25
4712,12464,2
4713,13780,0
4714,14503,0
4715,11487,0
4716,8766,0
4717,6452,0
4718,4602,21
4719,3048,36
4720,1759,50
4721,746,77
4722,375,1464
4723,366,4501
4724,361,6967
4725,357,8982
4726,353,10656
4727,351,12081
4728,350,13290
4729,343,14326
4730,340,11634
4731,342,8700
4732,347,6429
4733,356,4487
4734,363,2910
4735,371,1615
4736,377,558
4737,616,107
4738,1284,92
4739,1833,88
4740,2293,78
4741,2675,74
4742,2965,66
4743,3228,66
4744,3415,62
4745,2865,56
4746,2276,50
4747,1762,56
4748,1329,59
4749,971,63
4750,690,75
4751,464,69
4752,353,252
4753,347,948
4754,351,1529
4755,345,2004
4756,348,2394
4757,340,2702
4758,342,2937
4759,338,3135
4760,340,2690
4761,345,2066
4762,348,1543
4763,351,1116
4764,352,769
4765,348,482
4766,352,243
4767,375,106
4768,531,100
4769,656,99
4770,754,98
4771,0,101
4772,0,99
4773,0,97
4774,0,96
4775,0,96
4776,0,98
4777,0,100
4778,0,102
4779,0,106
4780,0,108
4781,0,111
4782,0,124
4783,0,278
4784,211,224
4785,313,248
4786,322,15
4787,329,0
4788,328,0
4789,332,0
4790,329,0
4791,355,0
4792,356,0
4793,358,0
4794,366,0
4795,360,0
4796,341,0
4797,344,0
4798,363,0
4799,389,0
4800,402,43
4801,203,141
4802,0,146
4803,0,138
4804,0,142
4805,0,135
4806,0,135
4807,0,138
4808,0,133
4809,0,145
4810,0,139
4811,0,135
4812,0,142
4813,70,177
4814,190,195
4815,292,220
4816,317,56
4817,316,0
4818,310,0
4819,315,0
4820,315,0
4821,318,0
4822,316,0
4823,326,0
4824,323,0
4825,311,0
4826,317,0
4827,312,0
4828,315,79
4829,308,106
4830,313,128
4831,312,131
4832,296,129
4833,284,139
4834,276,128
4835,267,128
4836,257,138
4837,257,134
4838,252,144
4839,278,134
4840,282,133
4841,302,129
4842,303,132
4843,308,123
4844,186,135
4845,951,138
4846,1341,141
4847,1409,137
4848,1486,138
4849,1319,139
4850,1114,144
4851,1047,141
4852,684,0
4853,748,0
4854,768,42
4855,781,75
4856,1132,97
4857,971,113
4858,0,139
4859,0,143
4860,0,144
4861,0,144
4862,0,141
4863,0,142
4864,0,142
4865,0,143
4866,0,142
4867,0,148
4868,0,147
4869,0,146
4870,0,146
4871,0,146
4872,0,143
4873,0,118
4874,0,97
4875,0,75
4876,0,62
4877,0,146
4878,0,365
4879,0,145
4880,0,150
4881,0,154
4882,5,155
4883,118,155
4884,231,158
4885,307,160
4886,308,155
4887,312,156
4888,311,151
4889,307,152
4890,304,149
4891,252,145
4892,0,146
4893,0,145
4894,0,147
4895,0,147
4896,0,148
4897,0,157
4898,0,146
4899,295,675
4900,289,654
4901,292,666
4902,299,560
4903,302,306
4904,304,460
4905,307,409
4906,306,414
4907,305,286
4908,311,0
4909,308,0
4910,305,0
4911,307,0
4912,305,503
4913,303,423
4914,304,514
4915,309,396
4916,308,265
4917,0,532
4918,0,275
4919,0,271
4920,0,273
4921,63,356
4922,147,278
4923,192,286
4924,233,522
4925,271,303
4926,304,307
4927,307,244
4928,304,482
4929,299,411
4930,298,264
4931,299,233
4932,302,303
4933,302,0
4934,302,278
4935,302,404
4936,309,396
4937,302,300
4938,301,568
4939,297,426
4940,299,671
4941,297,846
4942,52,943
4943,0,0
4944,0,0
4945,112,1
4946,249,629
4947,280,618
4948,298,266
4949,301,56
4950,297,98
4951,301,0
4952,303,0
4953,0,0
4954,341,245
4955,343,0
4956,322,0
4957,559,0
4958,849,0
4959,1334,0
4960,1919,0
4961,2434,0
4962,2919,0
4963,3349,0
4964,3516,0
4965,2927,0
4966,2250,0
4967,1828,0
4968,1462,0
4969,1101,0
4970,855,0
4971,711,1
4972,599,382
4973,362,4963
4974,355,7591
4975,339,9518
4976,335,11052
4977,332,12278
4978,329,13344
4979,327,14194
4980,326,11139
4981,327,8223
4982,340,5955
4983,336,4148
4984,343,2708
4985,346,1485
4986,350,467
4987,678,108
4988,1331,99
4989,1877,91
4990,2298,88
4991,2613,85
4992,2873,77
4993,3085,72
4994,3284,68
4995,2669,62
4996,2085,67
4997,1606,74
4998,1213,82
4999,895,84
5000,634,86
5001,420,88
5002,332,333
5003,327,934
5004,324,1431
5005,324,1836
5006,325,2162
5007,323,2388
5008,327,2594
5009,326,2788
5010,328,2299
5011,325,1742
5012,323,1268
5013,324,917
5014,325,636
5015,326,408
5016,326,225
5017,364,133
5018,488,133
5019,601,129
5020,652,124
5021,0,128
5022,0,122
5023,0,123
5024,0,120
5025,0,99
5026,1407,84
5027,1368,0
5028,1697,0
5029,1991,0
5030,2275,0
5031,2567,0
5032,2461,0
5033,1781,0
5034,1259,29
5035,854,82
5036,6473,25
5037,3620,89
5038,1855,111
5039,772,120
5040,371,1267
5041,357,3958
5042,349,6231
5043,343,8179
5044,342,9673
5045,334,10920
5046,339,12040
5047,336,12851
5048,341,10533
5049,336,8002
5050,340,5820
5051,343,4078
5052,349,2648
5053,350,1483
5054,355,548
5055,547,121
5056,1149,113
5057,1647,106
5058,2055,97
5059,2380,88
5060,2638,89
5061,2848,83
5062,3022,81
5063,2577,79
5064,2030,80
5065,1582,82
5066,1211,94
5067,908,92
5068,658,95
5069,455,96
5070,345,231
5071,0,289
5072,0,399
5073,0,477
5074,0,0
5075,0,0
5076,0,0
5077,0,0
5078,0,0
5079,7,0
5080,0,0
5081,0,0
5082,0,0
5083,0,0
5084,0,0
5085,0,0
5086,0,0
5087,0,0
5088,0,127
5089,0,158
5090,0,155
5091,0,160
5092,0,148
5093,0,157
5094,0,150
5095,0,149
5096,0,152
5097,0,153
5098,0,158
5099,0,160
5100,0,156
5101,0,185
5102,0,212
5103,0,229
5104,0,53
5105,0,0
5106,0,0
5107,0,0
5108,22,0
5109,80,0
5110,148,0
5111,278,135
5112,289,199
5113,279,265
5114,280,319
5115,279,429
5116,274,389
5117,274,487
5118,277,443
5119,265,532
5120,252,464
5121,246,556
5122,51,148
5123,0,144
5124,0,147
5125,0,147
5126,0,142
5127,0,141
5128,0,142
5129,67,151
5130,110,145
5131,86,150
5132,106,163
5133,177,169
5134,123,144
5135,168,81
5136,96,33
5137,94,0
5138,76,0
5139,80,0
5140,135,0
5141,125,0
5142,139,0
5143,61,0
5144,66,26
5145,59,61
5146,126,78
5147,129,110
5148,55,130
5149,113,147
5150,97,146
5151,85,140
5152,0,150
5153,0,139
5154,0,143
5155,36,137
5156,30,149
5157,0,138
5158,53,142
5159,54,143
5160,82,130
5161,122,139
5162,0,139
5163,1242,141
5164,2443,142
5165,3401,131
5166,4196,116
5167,4929,105
5168,5650,96
5169,6241,88
5170,6291,86
5171,4865,82
5172,3720,92
5173,2784,98
5174,2027,105
5175,1387,118
5176,845,126
5177,370,0
5178,346,1184
5179,342,2593
5180,338,3687
5181,337,4552
5182,335,5201
5183,334,5788
5184,331,6192
5185,322,6092
5186,323,4639
5187,323,3502
5188,328,2642
5189,329,1839
5190,335,1204
5191,337,681
5192,275,180
5193,513,138
5194,788,133
5195,462,0
5196,503,0
5197,0,0
5198,0,0
5199,0,0
5200,0,0
5201,0,0
5202,0,0
5203,0,0
5204,0,0
5205,0,0
5206,0,0
5207,0,0
5208,0,0
5209,0,0
5210,0,0
5211,288,0
5212,324,0
5213,327,0
5214,324,0
5215,320,0
5216,319,0
5217,316,0
5218,320,0
5219,322,502
5220,323,377
5221,325,266
5222,323,160
5223,350,142
5224,407,138
5225,459,136
5226,495,138
5227,0,138
5228,0,135
5229,0,135
5230,0,134
5231,0,135
5232,0,134
5233,0,134
5234,0,133
5235,0,134
5236,0,139
5237,0,136
5238,0,158
5239,0,218
5240,0,266
5241,253,303
5242,327,0
5243,326,0
5244,324,0
5245,328,0
5246,323,0
5247,328,0
5248,330,0
5249,329,0
5250,665,0
5251,578,160
5252,589,1440
5253,609,2808
5254,689,3055
5255,625,3439
5256,635,3928
5257,689,4388
5258,580,4620
5259,548,3361
5260,522,3566
5261,490,2702
5262,476,2089
5263,546,1797
5264,541,1424
5265,508,1580
5266,645,1393
5267,608,1191
5268,653,872
5269,690,467
5270,721,10
5271,1014,0
5272,1145,0
5273,1524,0
5274,1632,0
5275,1760,0
5276,1881,0
5277,1949,0
5278,1972,0
5279,3865,0
5280,2157,0
5281,1548,0
5282,1032,0
5283,738,0
5284,371,0
5285,349,1001
5286,349,2049
5287,327,2955
5288,276,3847
5289,235,4149
5290,199,4590
5291,172,4870
5292,144,4272
5293,123,2716
5294,114,1839
5295,155,1274
5296,198,767
5297,232,308
5298,263,173
5299,387,150
5300,642,145
5301,802,141
5302,948,130
5303,1051,84
5304,1180,44
5305,1286,13
5306,1132,0
5307,927,0
5308,779,0
5309,657,0
5310,525,0
5311,1052,109
5312,951,122
5313,911,163
5314,854,201
5315,761,211
5316,722,244
5317,589,283
5318,516,317
5319,460,336
5320,370,337
5321,235,293
5322,241,254
5323,116,229
5324,162,206
5325,54,188
5326,48,173
5327,147,160
5328,109,141
5329,47,139
5330,122,136
5331,169,136
5332,99,139
5333,187,139
5334,64,135
5335,46,134
5336,158,131
5337,13,132
5338,129,128
5339,0,130
5340,113,127
5341,102,130
5342,0,132
5343,0,136
5344,40,157
5345,0,174
5346,23,178
5347,0,178
5348,0,180
5349,0,184
5350,0,186
5351,0,192
5352,0,183
5353,3,170
5354,0,164
5355,0,160
5356,0,156
5357,0,150
5358,0,146
5359,325,141
5360,345,140
5361,356,144
5362,365,145
5363,367,141
5364,358,138
5365,356,135
5366,356,132
5367,358,130
5368,362,130
5369,365,134
5370,362,131
5371,353,133
5372,340,136
5373,332,139
5374,325,136
5375,314,138
5376,311,143
5377,312,162
5378,311,173
5379,312,183
5380,315,188
5381,316,187
5382,312,185
5383,309,176
5384,307,161
5385,306,157
5386,307,155
5387,307,153
5388,311,147
5389,313,142
5390,314,142
5391,310,141
5392,312,140
5393,307,142
5394,0,139
5395,0,140
5396,0,139
5397,0,141
5398,0,200
5399,0,143
5400,0,141
5401,0,142
5402,0,189
5403,0,188
5404,0,168
5405,0,174
5406,0,179
5407,0,188
5408,146,174
5409,195,0
5410,203,0
5411,143,0
5412,133,0
5413,179,0
5414,187,0
5415,193,0
5416,179,0
5417,137,0
5418,108,0
5419,170,0
5420,102,0
5421,157,0
5422,155,0
5423,154,121
5424,42,150
5425,0,148
5426,0,147
5427,0,156
5428,0,147
5429,0,147
5430,0,128
5431,0,164
5432,0,141
5433,0,146
5434,0,191
5435,0,183
5436,0,194
5437,47,195
5438,272,187
5439,332,0
5440,324,0
5441,328,0
5442,319,0
5443,335,0
5444,321,0
5445,318,0
5446,313,0
5447,323,0
5448,317,0
5449,320,0
5450,318,0
5451,319,0
5452,317,0
5453,330,101
5454,250,164
5455,117,179
5456,9,168
5457,0,156
5458,0,172
5459,0,163
5460,0,161
5461,0,171
5462,0,157
5463,0,163
5464,63,173
5465,143,162
5466,209,163
5467,263,158
5468,302,167
5469,322,111
5470,321,0
5471,334,0
5472,331,0
5473,343,0
5474,323,0
5475,321,0
5476,330,0
5477,337,0
5478,333,0
5479,326,0
5480,318,0
5481,323,27
5482,327,99
5483,322,131
5484,312,167
5485,284,156
5486,260,149
5487,247,159
5488,222,161
5489,215,169
5490,210,157
5491,200,163
5492,231,167
5493,250,146
5494,275,161
5495,286,160
5496,323,157
5497,624,164
5498,3318,170
5499,5616,149
5500,7484,126
5501,9023,97
5502,10189,93
5503,11284,62
5504,12110,47
5505,10928,31
5506,8315,26
5507,6176,53
5508,4518,51
5509,3113,69
5510,1989,97
5511,1042,103
5512,391,230
5513,360,2851
5514,350,5178
5515,347,7153
5516,339,8717
5517,333,10040
5518,329,10857
5519,328,11772
5520,195,108
5521,202,103
5522,213,143
5523,238,133
5524,253,131
5525,260,122
5526,295,103
5527,329,116
5528,2864,90
5529,5280,113
5530,7177,83
5531,8829,48
5532,10130,27
5533,11291,15
5534,12171,0
5535,11463,0
5536,8884,0
5537,6695,0
5538,4889,0
5539,3388,52
5540,2209,81
5541,1208,53
5542,406,117
5543,343,2576
5544,337,5230
5545,331,7283
5546,324,8927
5547,321,10405
5548,324,11509
5549,316,12270
5550,308,11613
5551,304,8828
5552,307,6582
5553,312,4765
5554,321,3292
5555,329,1987
5556,328,950
5557,336,136
5558,800,17
5559,1345,36
5560,1772,17
5561,2124,9
5562,2432,0
5563,2687,0
5564,2899,0
5565,2900,0
5566,2286,0
5567,1784,0
5568,1364,0
5569,1026,0
5570,753,0
5571,528,0
5572,349,0
5573,327,340
5574,318,951
5575,325,1426
5576,336,1833
5577,336,2130
5578,303,0
5579,306,0
5580,301,0
5581,313,0
5582,310,0
5583,309,0
5584,306,0
5585,309,0
5586,307,0
5587,305,0
5588,319,0
5589,347,0
5590,370,0
5591,327,133
5592,111,134
5593,0,134
5594,0,136
5595,0,135
5596,0,129
5597,0,127
5598,0,131
5599,0,128
5600,0,130
5601,0,132
5602,0,138
5603,74,140
5604,177,163
5605,269,196
5606,314,170
5607,316,0
5608,324,0
5609,327,0
5610,325,0
5611,311,0
5612,308,0
5613,304,0
5614,305,0
5615,303,0
5616,302,8
5617,304,38
5618,309,71
5619,311,86
5620,308,106
5621,306,119
5622,283,116
5623,287,120
5624,284,120
5625,278,121
5626,268,118
5627,269,130
5628,258,119
5629,270,114
5630,274,122
5631,282,119
5632,299,117
5633,298,121
5634,306,116
5635,776,123
5636,1912,125
5637,2740,118
5638,3392,110
5639,3953,99
5640,4417,95
5641,4759,90
5642,5204,87
5643,4293,74
5644,3392,80
5645,2618,87
5646,1926,97
5647,1358,108
5648,880,107
5649,498,117
5650,333,402
5651,328,1475
5652,322,2367
5653,319,3151
5654,315,3797
5655,320,4361
5656,314,4799
5657,312,5395
5658,311,4319
5659,311,3281
5660,313,2485
5661,315,1941
5662,321,1362
5663,324,848
5664,325,379
5665,401,126
5666,720,114
5667,980,113
5668,1196,110
5669,1371,107
5670,1477,102
5671,1550,101
5672,1695,102
5673,1421,101
5674,1127,101
5675,885,104
5676,711,107
5677,568,109
5678,455,109
5679,365,111
5680,313,146
5681,313,402
5682,313,629
5683,314,801
5684,308,925
5685,304,1028
5686,306,1143
5687,305,1297
5688,308,1101
5689,307,864
5690,308,659
5691,308,500
5692,307,364
5693,302,263
5694,307,187
5695,328,128
5696,581,120
5697,790,118
5698,974,118
5699,1112,115
5700,1233,109
5701,1330,110
5702,1440,107
5703,1312,108
5704,1090,106
5705,899,108
5706,736,108
5707,581,110
5708,463,113
5709,360,114
5710,292,127
5711,279,424
5712,281,677
5713,285,882
5714,289,1059
5715,290,1216
5716,287,1349
5717,291,1443
5718,294,1308
5719,298,1032
5720,305,815
5721,307,623
5722,315,469
5723,316,345
5724,318,245
5725,311,174
5726,327,0
5727,335,0
5728,347,0
5729,318,159
5730,102,181
5731,0,181
5732,0,186
5733,0,179
5734,0,174
5735,0,180
5736,0,173
5737,0,178
5738,0,170
5739,656,171
5740,2077,166
5741,2671,191
5742,3114,192
5743,4076,207
5744,4744,189
5745,4856,0
5746,3418,0
5747,2327,0
5748,1730,0
5749,1363,0
5750,956,0
5751,681,0
5752,383,0
5753,336,154
5754,323,1389
5755,318,2446
5756,319,3479
5757,319,4166
5758,321,4651
5759,323,4869
5760,281,4001
5761,237,3030
5762,202,2278
5763,166,1624
5764,136,1036
5765,112,504
5766,111,188
5767,354,166
5768,612,163
5769,850,171
5770,1037,161
5771,1184,165
5772,1301,166
5773,1350,169
5774,1068,178
5775,874,125
5776,723,83
5777,584,53
5778,474,27
5779,396,0
5780,339,0
5781,323,136
5782,322,388
5783,319,599
5784,321,798
5785,320,944
5786,323,1065
5787,323,1142
5788,328,880
5789,327,935
5790,318,826
5791,303,705
5792,293,606
5793,289,458
5794,283,351
