,CH10,CH9
7636,312,0
7637,320,0
7638,302,0
7639,334,0
7640,326,0
7641,340,0
7642,317,0
7643,328,0
7644,336,0
7645,317,0
7646,160,0
7647,0,0
7648,0,11
7649,0,94
7650,0,0
7651,0,0
7652,0,0
7653,0,0
7654,0,0
7655,0,0
7656,0,0
7657,56,35
7658,152,0
7659,235,29
7660,295,0
7661,303,0
7662,314,0
7663,309,0
7664,312,0
7665,315,0
7666,310,0
7667,316,0
7668,310,0
7669,307,0
7670,307,0
7671,307,0
7672,313,0
7673,313,0
7674,320,0
7675,317,0
7676,289,0
7677,247,0
7678,207,0
7679,170,0
7680,149,0
7681,124,0
7682,108,0
7683,98,0
7684,149,0
7685,196,0
7686,235,0
7687,258,0
7688,280,0
7689,305,0
7690,317,0
7691,328,0
7692,327,0
7693,344,0
7694,363,0
7695,330,0
7696,343,0
7697,408,0
7698,418,0
7699,440,0
7700,457,0
7701,421,0
7702,501,0
7703,458,0
7704,541,0
7705,561,0
7706,515,0
7707,526,0
7708,600,0
7709,542,0
7710,616,0
7711,558,0
7712,396,3987
7713,402,3022
7714,389,2223
7715,396,1597
7716,409,1067
7717,395,632
7718,395,272
7719,458,72
7720,670,66
7721,886,77
7722,1045,75
7723,1156,59
7724,1288,69
7725,1352,52
7726,1439,63
7727,1277,46
7728,1066,41
7729,916,44
7730,776,62
7731,644,45
7732,547,63
7733,474,43
7734,449,89
7735,448,319
7736,447,513
7737,422,673
7738,424,801
7739,450,887
7740,845,4059
7741,987,4482
7742,1001,3977
7743,1018,2973
7744,905,2148
7745,1057,1351
7746,1072,781
7747,937,326
7748,1097,0
7749,1129,0
7750,1369,0
7751,1593,0
7752,1773,0
7753,1769,0
7754,2067,0
7755,2002,0
7756,2273,0
7757,2209,0
7758,2020,0
7759,1676,0
7760,1741,0
7761,1457,0
7762,1386,0
7763,1329,0
7764,1261,43
7765,1224,302
7766,1175,539
7767,375,254
7768,476,0
7769,445,0
7770,425,0
7771,405,0
7772,391,0
7773,385,0
7774,356,0
7775,357,0
7776,326,0
7777,297,0
7778,272,0
7779,270,0
7780,278,0
7781,297,0
7782,304,5
7783,142,143
7784,0,135
7785,0,139
7786,0,142
7787,0,138
7788,0,136
7789,0,138
7790,0,134
7791,0,133
7792,0,133
7793,0,144
7794,0,139
7795,39,144
7796,128,157
7797,219,159
7798,264,54
7799,266,0
7800,228,0
7801,247,0
7802,250,0
7803,251,0
7804,253,0
7805,267,0
7806,245,0
7807,243,0
7808,46,0
7809,38,0
7810,0,0
7811,0,0
7812,152,0
7813,0,148
7814,0,157
7815,0,157
7816,0,149
7817,0,152
7818,0,156
7819,0,154
7820,0,149
7821,0,150
7822,0,153
7823,0,153
7824,0,152
7825,0,166
7826,0,173
7827,0,184
7828,0,125
7829,0,0
7830,0,0
7831,0,0
7832,0,0
7833,0,0
7834,0,0
7835,0,0
7836,0,0
7837,119,13
7838,125,16
7839,141,129
7840,152,127
7841,152,164
7842,175,254
7843,189,283
7844,192,303
7845,193,273
7846,201,338
7847,205,379
7848,204,385
7849,215,407
7850,223,430
7851,225,457
7852,227,386
7853,241,400
7854,248,475
7855,268,479
7856,271,427
7857,1426,422
7858,2580,439
7859,3543,428
7860,4341,496
7861,1334,177
7862,1448,195
7863,1543,181
7864,1504,197
7865,1224,180
7866,991,202
7867,800,209
7868,637,191
7869,502,195
7870,397,219
7871,311,202
7872,300,445
7873,301,712
7874,305,908
7875,307,1086
7876,303,1260
7877,304,1383
7878,309,1488
7879,306,1484
7880,304,1178
7881,298,963
7882,298,741
7883,297,613
7884,298,483
7885,304,352
7886,305,271
7887,348,287
7888,402,263
7889,451,296
7890,489,264
7891,263,194
7892,97,195
7893,0,190
7894,0,187
7895,0,194
7896,0,180
7897,0,184
7898,0,196
7899,0,189
7900,0,196
7901,0,198
7902,89,195
7903,172,217
7904,240,222
7905,296,234
7906,315,154
7907,315,0
7908,318,0
7909,318,0
7910,317,0
7911,318,0
7912,321,0
7913,323,0
7914,314,0
7915,314,0
7916,311,0
7917,310,0
7918,312,0
7919,316,63
7920,319,107
7921,305,131
7922,272,132
7923,240,136
7924,220,129
7925,191,132
7926,170,128
7927,153,128
7928,142,127
7929,168,124
7930,207,127
7931,230,123
7932,261,132
7933,276,131
7934,294,137
7935,300,131
7936,305,114
7937,302,83
7938,303,61
7939,3496,27
7940,1834,12
7941,3700,0
7942,3271,0
7943,2294,0
7944,417,0
7945,315,2692
7946,313,1191
7947,3661,66
7948,2635,85
7949,860,96
7950,302,104
7951,300,115
7952,296,117
7953,290,112
7954,286,121
7955,288,120
7956,280,112
7957,276,112
7958,312,2149
7959,311,1602
7960,316,1122
7961,315,760
7962,320,451
7963,326,198
7964,439,137
7965,605,132
7966,739,127
7967,853,122
7968,941,123
7969,1014,120
7970,1079,117
7971,1099,112
7972,932,111
7973,785,113
7974,661,113
7975,560,116
7976,470,116
7977,320,848
7978,318,431
7979,341,127
7980,321,799
7981,321,526
7982,325,926
7983,324,746
7984,326,830
7985,327,894
7986,444,130
7987,456,132
7988,335,129
7989,315,230
7990,316,296
7991,316,272
7992,336,131
7993,321,306
7994,370,134
7995,381,134
7996,414,134
7997,363,131
7998,0,127
7999,0,128
8000,0,127
8001,0,127
8002,0,126
8003,0,127
8004,0,129
8005,0,128
8006,0,129
8007,0,129
8008,0,235
8009,0,290
8010,0,161
8011,34,131
8012,334,110
8013,318,0
8014,340,0
8015,346,0
8016,335,0
8017,304,0
8018,309,0
8019,328,0
8020,306,0
8021,337,0
8022,329,0
8023,348,0
8024,340,0
8025,343,0
8026,350,0
8027,322,118
8028,137,146
8029,0,143
8030,0,140
8031,0,140
8032,0,145
8033,0,143
8034,0,149
8035,0,145
8036,0,146
8037,0,143
8038,0,148
8039,38,141
8040,154,151
8041,244,159
8042,315,168
8043,329,0
8044,329,0
8045,324,0
8046,337,0
8047,328,0
8048,324,0
8049,320,0
8050,323,0
8051,321,0
8052,322,0
8053,321,0
8054,322,0
8055,327,0
8056,327,51
8057,324,119
8058,284,141
8059,240,134
8060,194,136
8061,159,140
8062,130,142
8063,111,135
8064,93,137
8065,87,132
8066,132,144
8067,179,135
8068,216,140
8069,244,136
8070,267,133
8071,297,138
8072,1141,127
8073,318,106
8074,313,56
8075,3658,98
8076,4225,88
8077,4714,85
8078,5067,81
8079,307,0
8080,313,0
8081,314,0
8082,317,0
8083,316,29
8084,669,115
8085,335,118
8086,216,541
8087,169,1723
8088,165,2695
8089,157,3509
8090,154,4169
8091,150,4711
8092,145,5156
8093,185,5525
8094,174,4566
8095,172,3461
8096,121,2568
8097,169,1824
8098,122,1223
8099,169,736
8100,169,335
8101,183,128
8102,1846,145
8103,2867,133
8104,3682,123
8105,4354,110
8106,4895,103
8107,5338,92
8108,5699,91
8109,4887,81
8110,3781,87
8111,2860,97
8112,2120,102
8113,1493,115
8114,984,127
8115,570,127
8116,335,327
8117,328,1523
8118,328,2541
8119,325,3367
8120,323,4057
8121,325,4620
8122,326,5073
8123,319,5443
8124,319,4763
8125,317,3618
8126,319,2684
8127,322,1928
8128,325,1326
8129,331,827
8130,335,418
8131,360,147
8132,614,143
8133,837,135
8134,1021,134
8135,1170,132
8136,1290,130
8137,1390,129
8138,1475,132
8139,1366,125
8140,1119,130
8141,911,131
8142,732,134
8143,595,133
8144,482,132
8145,390,135
8146,326,147
8147,323,395
8148,326,626
8149,325,823
8150,327,981
8151,323,1104
8152,316,1204
8153,316,1265
8154,314,1165
8155,312,892
8156,313,684
8157,317,524
8158,315,401
8159,320,298
8160,316,219
8161,318,160
8162,356,162
8163,395,154
8164,426,154
8165,0,161
8166,0,155
8167,0,152
8168,0,162
8169,0,165
8170,0,158
8171,0,154
8172,0,148
8173,0,148
8174,0,144
8175,91,146
8176,163,147
8177,309,167
8178,351,145
8179,390,144
8180,412,141
8181,128,141
8182,0,141
8183,0,139
8184,0,139
8185,0,139
8186,0,140
8187,0,142
8188,0,146
8189,0,148
8190,0,145
8191,0,143
8192,0,141
8193,0,177
8194,140,209
8195,311,150
8196,306,272
8197,314,287
8198,859,132
8199,0,177
8200,0,167
8201,0,164
8202,0,159
8203,0,174
8204,0,159
8205,63,162
8206,148,173
8207,216,168
8208,317,167
8209,405,152
8210,1320,164
8211,1434,168
8212,1527,159
8213,1567,162
8214,1359,0
8215,317,85
8216,316,42
8217,316,3
8218,321,0
8219,321,185
8220,317,193
8221,315,191
8222,315,195
8223,0,188
8224,0,182
8225,315,521
8226,319,407
8227,313,0
8228,317,295
8229,320,280
8230,319,363
8231,319,492
8232,316,594
8233,312,678
8234,319,3085
8235,320,3355
8236,320,3517
8237,320,3030
8238,319,2225
8239,324,1618
8240,320,1264
8241,318,895
8242,321,589
8243,317,326
8244,336,136
8245,491,58
8246,678,75
8247,893,13
8248,1142,30
8249,1465,0
8250,1986,0
8251,2849,0
8252,2995,0
8253,2452,0
8254,1818,0
8255,1296,0
8256,936,0
8257,664,0
8258,462,0
8259,327,0
8260,322,518
8261,327,1065
8262,321,1587
8263,340,2050
8264,330,2385
8265,334,2591
8266,342,2802
8267,345,2573
8268,337,1930
8269,343,1425
8270,349,1007
8271,368,696
8272,377,444
8273,382,245
8274,374,96
8275,503,103
8276,638,96
8277,720,93
8278,0,100
8279,0,99
8280,0,97
8281,0,95
8282,0,83
8283,0,86
8284,0,83
8285,0,86
8286,0,87
8287,0,100
8288,0,88
8289,0,84
8290,0,194
8291,0,303
8292,202,398
8293,410,0
8294,420,0
8295,427,0
8296,399,0
8297,420,0
8298,394,0
8299,394,0
8300,398,0
8301,405,0
8302,429,0
8303,413,0
8304,424,0
8305,437,0
8306,469,0
8307,513,0
8308,384,108
8309,21,107
8310,0,107
8311,0,117
8312,0,93
8313,0,107
8314,0,104
8315,0,99
8316,61,137
8317,139,128
8318,197,115
8319,251,121
8320,295,137
8321,340,136
8322,351,137
8323,355,114
8324,362,37
8325,369,0
8326,369,0
8327,367,0
8328,370,0
8329,378,0
8330,362,0
8331,367,0
8332,366,0
8333,497,0
8334,350,16
8335,349,49
8336,345,85
8337,341,115
8338,326,130
8339,306,126
8340,295,122
8341,276,127
8342,266,136
8343,254,127
8344,244,123
8345,236,126
8346,239,127
8347,246,130
8348,269,126
8349,279,122
8350,289,121
8351,212,126
8352,1674,124
8353,3257,121
8354,4530,97
8355,5572,84
8356,6423,77
8357,7139,68
8358,7700,60
8359,7615,62
8360,5930,45
8361,4471,61
8362,3292,70
8363,2320,82
8364,1547,91
8365,912,105
8366,390,100
8367,330,1312
8368,331,2856
8369,326,4171
8370,325,5292
8371,318,6196
8372,314,6879
8373,317,7453
8374,307,7539
8375,313,5795
8376,310,4311
8377,316,3093
8378,325,2129
8379,323,1337
8380,317,730
8381,317,224
8382,370,131
8383,441,130
8384,500,128
8385,551,133
8386,0,131
8387,0,130
8388,0,132
8389,0,126
8390,0,129
8391,0,128
8392,0,129
8393,0,131
8394,0,132
8395,0,134
8396,0,131
8397,0,173
8398,0,246
8399,0,306
8400,212,355
8401,314,0
8402,318,0
8403,319,0
8404,313,0
8405,321,0
8406,316,0
8407,313,0
8408,308,0
8409,303,0
8410,306,0
8411,309,0
8412,312,0
8413,336,0
8414,359,0
8415,375,7
8416,250,187
8417,0,184
8418,0,189
8419,0,182
8420,0,185
8421,0,183
8422,0,177
8423,0,182
8424,0,183
8425,0,181
8426,0,188
8427,0,186
8428,89,206
8429,198,218
8430,279,232
8431,325,139
8432,329,0
8433,335,0
8434,456,0
8435,1031,0
8436,2183,0
8437,3348,0
8438,3795,0
8439,3844,0
8440,4410,0
8441,5548,0
8442,5894,0
8443,5640,0
8444,4750,44
8445,3675,147
8446,2751,184
8447,2008,180
8448,1294,173
8449,655,180
8450,166,422
8451,98,2803
8452,269,987
8453,50,4855
8454,97,5304
8455,152,3714
8456,297,1301
8457,303,1397
8458,313,1308
8459,315,1101
8460,324,869
8461,326,192
8462,328,524
8463,378,125
8464,326,276
8465,322,248
8466,321,195
8467,322,121
8468,365,93
8469,399,99
8470,447,112
8471,588,116
8472,394,125
8473,511,128
8474,572,137
8475,417,137
8476,588,140
8477,506,141
8478,445,143
8479,397,139
8480,516,139
8481,313,227
8482,330,142
8483,307,150
8484,308,223
8485,312,277
8486,311,301
8487,313,340
8488,317,363
8489,319,382
8490,321,353
8491,323,313
8492,345,139
8493,374,139
8494,362,134
8495,339,132
8496,321,147
8497,322,132
8498,334,131
8499,345,132
8500,352,133
8501,359,136
8502,365,138
8503,369,140
8504,376,141
8505,376,143
8506,366,136
8507,356,143
8508,535,0
8509,626,0
8510,653,0
8511,673,0
8512,623,0
8513,634,0
8514,636,0
8515,651,0
8516,725,0
8517,662,0
8518,754,0
8519,761,0
8520,685,0
8521,685,0
8522,691,0
8523,286,29
8524,0,0
8525,0,31
8526,0,0
8527,0,0
8528,0,0
8529,0,0
8530,0,0
8531,0,0
8532,0,0
8533,252,0
8534,472,0
8535,553,0
8536,728,0
8537,859,0
8538,888,0
8539,900,0
8540,914,0
8541,1074,0
8542,455,0
8543,499,0
8544,468,0
8545,503,0
8546,475,0
8547,512,0
8548,476,0
8549,484,0
8550,521,8
8551,521,41
8552,524,67
8553,516,47
8554,463,69
8555,500,49
8556,443,50
8557,484,50
8558,440,74
8559,445,65
8560,478,71
8561,507,75
8562,529,77
8563,496,93
8564,523,93
8565,558,97
8566,1430,108
8567,3190,119
8568,4540,112
8569,5409,95
8570,6410,81
8571,7043,86
8572,7557,68
8573,8059,62
8574,6554,47
8575,5004,54
8576,3793,65
8577,2793,76
8578,1939,90
8579,1194,116
8580,601,119
8581,334,772
8582,318,2443
8583,297,3819
8584,304,5017
8585,288,6013
8586,272,6793
8587,268,7500
8588,292,8086
8589,269,6526
8590,254,4924
8591,257,3644
8592,279,2557
8593,262,1693
8594,264,995
8595,299,414
8596,408,124
8597,813,118
8598,1135,107
8599,1405,103
8600,1653,102
8601,1811,96
8602,1971,96
8603,2098,93
8604,1810,91
8605,1427,88
8606,1101,98
8607,828,97
8608,643,98
8609,468,101
8610,315,106
8611,0,474
8612,43,2396
8613,38,3946
8614,0,5134
8615,16,6142
8616,8,7005
8617,0,7736
8618,0,8282
8619,0,7196
8620,0,5403
8621,0,3978
8622,0,2803
8623,0,1879
8624,0,1136
8625,0,521
8626,0,132
8627,335,120
8628,621,113
8629,660,110
8630,843,106
8631,970,102
8632,1273,101
8633,1322,98
8634,1127,94
8635,550,94
8636,310,96
8637,0,102
8638,0,104
8639,0,110
8640,0,112
8641,0,130
8642,0,502
8643,0,852
8644,0,1142
8645,0,1391
8646,0,1596
8647,0,1754
8648,0,1870
8649,0,1737
8650,0,1377
8651,84,1071
8652,117,809
8653,204,580
8654,168,396
8655,204,245
8656,203,134
8657,288,128
8658,356,132
8659,414,131
8660,0,128
8661,0,128
8662,1942,101
8663,2054,100
8664,1939,100
8665,1580,98
8666,1244,101
8667,973,106
8668,768,106
8669,591,113
8670,450,118
8671,336,111
8672,326,432
8673,323,779
8674,327,1053
8675,326,1303
8676,327,1524
8677,327,1660
8678,328,1751
8679,328,1717
8680,324,1360
8681,322,1036
8682,320,787
8683,320,579
8684,322,406
8685,321,265
8686,323,153
8687,385,139
8688,465,136
8689,530,143
8690,0,138
8691,0,135
8692,0,135
8693,0,136
8694,0,137
8695,0,140
8696,0,135
8697,0,141
8698,0,144
8699,0,149
8700,0,147
8701,0,146
8702,0,202
8703,0,269
8704,65,331
8705,301,0
8706,301,0
8707,304,0
8708,309,0
8709,309,0
8710,306,0
8711,299,0
8712,300,0
8713,298,0
8714,301,0
8715,299,0
8716,306,0
8717,312,0
8718,325,0
8719,349,0
8720,288,157
8721,0,176
8722,0,174
8723,0,171
8724,0,176
8725,0,176
8726,0,167
8727,0,177
8728,0,170
8729,0,171
8730,0,168
8731,0,172
8732,0,188
8733,119,195
8734,229,224
8735,300,178
8736,305,0
8737,305,0
8738,312,0
8739,309,0
8740,318,0
8741,310,0
8742,310,0
8743,304,0
8744,303,0
8745,302,0
8746,302,0
8747,299,0
8748,316,0
8749,327,0
8750,329,356
8751,18,338
8752,0,339
8753,0,350
8754,0,367
8755,0,384
8756,0,361
8757,0,349
8758,0,351
8759,0,323
8760,0,328
8761,0,302
8762,0,278
8763,107,301
8764,227,292
8765,316,268
8766,315,0
8767,326,0
8768,319,0
8769,320,0
8770,321,0
8771,323,0
8772,326,0
8773,318,0
8774,316,0
8775,323,0
8776,319,0
8777,328,0
8778,326,0
8779,342,0
8780,337,73
8781,273,87
8782,189,59
8783,143,87
8784,88,67
8785,47,88
8786,19,62
8787,0,65
8788,6,99
8789,76,88
8790,145,54
8791,188,77
8792,235,94
8793,259,74
8794,306,89
8795,321,56
8796,314,5
8797,322,0
8798,318,0
8799,319,0
8800,331,0
8801,326,0
8802,331,0
8803,325,0
8804,323,0
8805,322,0
8806,323,0
8807,317,0
8808,329,0
8809,335,0
8810,333,0
8811,279,0
8812,208,0
8813,151,0
8814,91,0
8815,44,0
8816,3,0
8817,0,0
8818,0,0
8819,53,0
8820,126,0
8821,190,0
8822,226,0
8823,269,0
8824,296,0
8825,324,0
8826,330,10
8827,326,0
8828,322,0
8829,338,0
8830,333,0
8831,330,0
8832,329,0
8833,320,0
8834,331,0
8835,330,0
8836,329,0
8837,331,0
8838,336,0
8839,339,0
8840,351,103
8841,305,135
8842,237,137
8843,170,149
8844,104,125
8845,61,138
8846,22,136
8847,8,137
8848,0,144
8849,52,142
8850,129,141
8851,176,142
8852,227,136
8853,270,140
8854,295,142
8855,322,146
8856,341,123
8857,342,51
8858,332,0
8859,333,0
8860,340,0
8861,340,0
8862,339,0
8863,336,0
8864,337,0
8865,328,0
8866,327,0
8867,339,13
8868,335,56
8869,330,85
8870,329,52
8871,314,119
8872,239,100
8873,163,112
8874,122,114
8875,70,104
8876,49,103
8877,10,90
8878,0,106
8879,34,93
8880,102,98
8881,165,103
8882,213,108
8883,251,107
8884,300,124
8885,314,128
8886,332,116
8887,335,37
8888,342,0
8889,335,0
8890,343,0
8891,341,0
8892,325,0
8893,342,0
8894,339,0
8895,342,0
8896,341,0
8897,350,0
8898,336,35
8899,331,77
8900,338,99
8901,342,118
8902,317,116
8903,296,111
8904,297,118
8905,284,116
8906,286,111
8907,275,119
8908,257,114
8909,336,4317
8910,336,3130
8911,298,113
8912,317,105
8913,327,107
8914,332,100
8915,1564,105
8916,3216,106
8917,4616,90
8918,5759,75
8919,6656,61
8920,7357,48
8921,7941,51
8922,8036,25
8923,6265,21
8924,4779,31
8925,3497,45
8926,2515,64
8927,1693,71
8928,1025,78
8929,498,81
8930,372,1138
8931,376,2750
8932,366,4075
8933,370,5160
8934,360,6018
8935,371,6732
8936,365,7328
8937,362,7621
8938,368,5885
8939,365,4416
8940,373,3212
8941,378,2218
8942,372,1422
8943,383,777
8944,381,258
8945,585,105
8946,928,104
8947,1221,99
8948,1465,94
8949,1649,89
8950,1798,87
8951,1918,86
8952,1992,86
8953,1641,86
8954,1323,83
8955,1055,86
8956,837,90
8957,654,93
8958,514,93
8959,390,100
8960,340,259
8961,335,600
8962,338,887
8963,331,1129
8964,331,1321
8965,332,1472
8966,332,1604
8967,334,1704
8968,338,1388
8969,337,1072
8970,335,812
8971,334,597
8972,331,419
8973,330,278
8974,327,163
8975,356,115
8976,442,115
8977,499,111
8978,549,113
8979,216,110
8980,0,109
8981,0,107
8982,0,108
8983,0,107
8984,0,109
8985,0,108
8986,0,112
8987,0,113
8988,0,114
8989,0,115
8990,0,139
8991,0,218
8992,0,283
8993,113,335
8994,325,98
8995,338,0
8996,343,0
8997,342,0
8998,337,0
8999,337,0
9000,339,0
9001,342,0
9002,326,0
9003,335,0
9004,322,0
9005,323,0
9006,341,0
9007,354,0
9008,370,0
9009,324,144
9010,78,169
9011,0,170
9012,0,160
9013,0,162
9014,0,160
9015,0,155
9016,0,158
9017,0,152
9018,0,156
9019,0,157
9020,0,156
9021,13,174
9022,133,187
9023,236,217
9024,305,197
9025,702,0
9026,1653,0
9027,2689,0
9028,3430,0
9029,4028,0
9030,4853,0
9031,5418,0
9032,5919,0
9033,5873,0
9034,4221,0
9035,3394,0
9036,3290,0
9037,2688,24
9038,2029,124
9039,1508,184
9040,824,204
9041,300,194
9042,198,1214
9043,155,2274
9044,118,3438
9045,88,4204
9046,69,4944
9047,82,5465
9048,136,5954
9049,190,5004
9050,226,3865
9051,255,3087
9052,284,2180
9053,303,1942
9054,322,1649
9055,323,1252
9056,324,719
9057,325,241
9058,489,43
9059,788,24
9060,1004,0
9061,1155,0
9062,1328,0
9063,1439,32
9064,585,121
9065,1447,100
9066,1142,163
9067,902,191
9068,696,189
9069,593,237
9070,488,240
9071,367,210
9072,320,154
9073,311,215
9074,310,272
9075,312,316
9076,312,346
9077,312,378
9078,315,413
9079,322,424
9080,319,406
9081,316,347
9082,318,304
9083,319,276
9084,318,226
9085,303,459
9086,307,382
9087,312,272
9088,376,258
9089,429,256
9090,477,252
9091,506,265
9092,532,249
9093,550,257
9094,570,261
9095,520,239
9096,464,227
9097,414,207
9098,387,190
9099,363,171
9100,333,152
9101,316,143
9102,308,179
9103,305,214
9104,301,265
9105,299,309
9106,300,333
9107,299,375
9108,306,394
9109,326,198
9110,330,184
9111,326,175
9112,324,162
9113,322,160
9114,323,152
9115,323,151
9116,0,144
9117,0,139
9118,0,139
9119,0,141
9120,0,142
9121,0,145
9122,0,143
9123,0,144
9124,0,143
9125,0,143
9126,0,146
9127,0,142
9128,0,143
9129,0,146
9130,67,152
9131,325,0
9132,322,0
9133,325,0
9134,314,0
9135,312,0
9136,304,0
9137,321,0
9138,320,0
9139,315,0
9140,316,0
9141,319,0
9142,314,0
9143,315,0
9144,308,0
9145,318,0
9146,116,173
9147,0,169
9148,0,181
9149,0,81
9150,0,76
9151,0,56
9152,0,54
9153,0,5
9154,0,0
9155,0,16
9156,0,0
9157,0,0
9158,0,0
9159,0,0
9160,0,0
9161,314,0
9162,310,0
9163,310,0
9164,310,0
9165,312,0
9166,332,0
9167,325,0
9168,338,0
9169,327,0
9170,329,0
9171,332,0
9172,346,0
9173,360,0
9174,362,0
9175,358,0
9176,259,118
9177,0,124
9178,0,132
9179,0,112
9180,0,116
9181,0,118
9182,0,113
9183,0,102
9184,0,102
9185,0,115
9186,0,108
9187,0,111
9188,0,111
9189,111,114
9190,278,106
9191,392,39
9192,417,0
9193,398,0
9194,397,0
9195,390,0
9196,413,0
9197,412,0
9198,432,0
9199,407,0
9200,397,0
9201,390,0
9202,420,0
9203,402,0
9204,428,0
9205,410,0
9206,396,61
9207,309,62
9208,241,42
9209,175,40
9210,113,41
9211,277,109
9212,265,110
9213,258,105
9214,259,110
9215,283,108
9216,306,107
9217,346,108
9218,339,103
9219,356,107
9220,2137,103
9221,4174,108
9222,5698,90
9223,6906,76
9224,7935,50
9225,8841,38
9226,9538,31
9227,9519,26
9228,7492,19
9229,5698,18
9230,4215,45
9231,2982,76
9232,1973,80
9233,1160,96
9234,501,104
9235,383,1635
9236,378,3726
9237,376,5503
9238,363,6866
9239,358,7934
9240,354,8851
9241,343,9593
9242,335,9655
9243,333,7431
9244,331,5583
9245,333,4127
9246,339,2893
9247,346,1876
9248,348,1010
9249,352,289
9250,662,112
9251,1135,106
9252,1513,98
9253,1802,94
9254,2041,90
9255,2250,86
9256,2419,84
9257,2499,82
9258,2025,76
9259,1603,80
9260,1255,82
9261,968,86
9262,725,88
9263,538,91
9264,378,95
9265,326,339
9266,333,782
9267,333,1154
9268,330,1466
9269,332,1729
9270,321,8590
9271,303,9260
9272,311,9727
9273,331,7674
9274,310,5743
9275,315,4165
9276,318,2906
9277,308,1889
9278,311,1057
9279,314,390
9280,514,116
9281,988,107
9282,1338,103
9283,1630,96
9284,1873,92
9285,2079,89
9286,2249,85
9287,2338,85
9288,1950,84
9289,1491,84
9290,1169,89
9291,832,95
9292,639,95
9293,424,100
9294,308,102
9295,230,241
9296,182,700
9297,171,1087
9298,162,1399
9299,140,1631
9300,170,1805
9301,116,1918
9302,146,2050
9303,125,1746
9304,142,1347
9305,143,1040
9306,163,807
9307,175,601
9308,189,438
9309,200,252
9310,237,187
9311,345,253
9312,440,221
9313,511,235
9314,0,255
9315,0,332
9316,0,292
9317,0,300
9318,0,192
9319,0,197
9320,0,193
9321,0,197
9322,0,202
9323,0,189
9324,0,215
9325,0,206
9326,46,225
9327,187,243
9328,285,268
9329,296,0
9330,301,0
9331,298,0
9332,309,0
9333,296,0
9334,298,0
9335,306,0
9336,312,0
9337,307,0
9338,301,0
9339,299,0
9340,299,0
9341,303,0
9342,307,71
9343,306,187
9344,266,199
9345,184,233
9346,118,208
9347,93,246
9348,27,208
9349,0,225
9350,0,217
9351,0,244
9352,23,247
9353,101,248
9354,159,225
9355,190,231
9356,237,268
9357,278,283
9358,294,260
9359,294,201
9360,308,167
9361,310,87
9362,296,24
9363,313,2
9364,313,0
9365,304,0
9366,300,0
9367,315,25
9368,306,59
9369,297,126
9370,298,177
9371,308,752
9372,319,729
9373,320,883
9374,288,939
9375,216,887
9376,142,794
9377,91,749
9378,47,718
9379,0,677
9380,0,557
9381,0,465
9382,19,407
9383,108,277
9384,153,291
9385,206,183
9386,250,159
9387,286,122
9388,303,135
9389,313,106
9390,314,0
9391,322,60
9392,325,576
9393,319,1003
9394,307,1107
9395,311,127
9396,314,1059
9397,316,917
9398,316,1069
9399,315,914
9400,312,1042
9401,315,898
9402,316,906
9403,324,914
9404,329,873
9405,0,323
9406,0,378
9407,0,333
9408,0,340
9409,33,383
9410,108,345
9411,173,402
9412,220,353
9413,261,359
9414,296,344
9415,312,345
9416,314,315
9417,317,157
9418,318,157
9419,314,69
9420,312,5
9421,313,0
9422,312,45
9423,314,112
9424,314,114
9425,317,1510
9426,317,1493
9427,320,1265
9428,320,1130
9429,317,1196
9430,303,989
9431,220,750
9432,135,835
9433,52,636
9434,0,369
9435,0,304
9436,0,287
9437,0,0
9438,0,0
9439,0,0
9440,0,0
9441,45,0
9442,432,0
9443,403,0
9444,376,0
9445,362,0
9446,347,0
9447,341,0
9448,335,0
9449,331,0
9450,332,0
9451,334,0
9452,327,0
9453,340,0
9454,343,0
9455,349,0
9456,354,16
9457,359,14
9458,361,8
9459,361,0
9460,347,0
9461,347,0
9462,349,0
9463,350,0
9464,273,0
9465,122,0
9466,0,0
9467,0,0
9468,0,47
9469,0,69
9470,0,77
9471,0,77
9472,0,78
9473,0,79
9474,0,80
9475,0,79
9476,0,80
9477,0,77
9478,0,151
9479,0,245
9480,251,301
9481,377,0
9482,406,0
9483,386,0
9484,380,0
9485,409,0
9486,413,0
9487,346,0
9488,335,0
9489,334,0
9490,346,0
9491,339,0
9492,333,0
9493,345,0
9494,348,0
9495,360,62
9496,323,110
9497,241,111
9498,183,115
9499,120,112
9500,71,121
9501,51,123
9502,22,124
9503,6,121
9504,59,123
9505,141,120
9506,192,124
9507,237,111
9508,188,74
9509,250,91
9510,347,144
9511,452,61
9512,0,165
9513,0,185
9514,0,166
9515,0,213
9516,0,221
9517,0,229
9518,0,225
9519,0,208
9520,0,199
9521,0,206
9522,0,239
9523,227,233
9524,139,219
9525,281,221
9526,328,0
9527,324,0
9528,315,0
9529,313,0
9530,308,0
9531,311,0
9532,308,0
9533,322,0
9534,318,0
9535,310,0
9536,301,0
9537,329,0
9538,345,0
9539,335,0
9540,374,0
9541,294,142
9542,0,155
9543,0,154
9544,0,159
9545,0,155
9546,0,150
9547,0,153
9548,0,145
9549,0,153
9550,0,150
9551,0,149
9552,0,156
9553,30,168
9554,125,187
9555,235,199
9556,302,145
9557,330,0
9558,348,0
9559,331,0
9560,312,0
9561,332,0
9562,306,0
9563,349,0
9564,328,0
9565,328,0
9566,313,0
9567,324,8
9568,319,56
9569,319,80
9570,324,107
9571,307,124
9572,297,125
